B01REC,B03LU,B03MA,B03MI,B03JU,B03VI,B03SA,B03DO,B07A,B12,B16T,B26,E01A,E01B,E01C,E01H,ED01,ED02,ED03,ED0504,ED06C,ED08,ED10,e01aimde,e01hde,pobrezai,pobnopoi
"2,00","5,00","0,00","0,00","5,00","5,00","5,00","5,00","4,00","1,00","2.720.000,00","1,00","2.720.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","1,00","19,00","2,00","2.711.519,88","0,00","3,00","0,00"
"9,00","8,00","0,00","5,00","8,00","8,00","8,00","8,00","0,00","2,00","1.900.000,00","3,00","1.900.000,00","0,00","0,00","0,00","3,00","1,00","1,00","901,00",,"19,00","1,00","1.894.076,38","0,00","3,00","0,00"
"3,00","7,00","0,00","7,00","8,00","8,00","8,00","8,00","12,00","2,00","4.000.000,00","1,00","4.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","903,00",,"19,00","2,00","3.987.529,23","0,00","3,00","0,00"
"9,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","10,00","1,00","2.500.000,00","1,00","2.500.000,00","500.000,00","0,00","0,00","3,00","1,00","1,00","503,00",,"19,00","1,00","2.492.205,77","0,00","3,00","0,00"
"8,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","13,00","1,00","2.500.000,00","1,00","2.500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","606,00",,"19,00","1,00","2.492.205,77","0,00","3,00","0,00"
"3,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","4,00","2,00","2.500.000,00","3,00","2.500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.401,00","14,00","19,00","3,00","2.492.205,77","0,00","3,00","0,00"
"3,00","6,00","0,00","0,00","6,00","6,00","6,00","6,00","8,00","1,00","3.500.000,00","1,00","3.800.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.402,00","14,00","19,00","3,00","3.788.152,77","0,00","3,00","0,00"
"3,00","8,00","0,00","0,00","8,00","8,00","8,00","8,00","10,00","1,00","2.500.000,00","3,00","2.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.402,00","14,00","19,00","3,00","2.492.205,77","0,00","3,00","0,00"
"3,00","8,00","0,00","0,00","8,00","8,00","8,00","8,00","14,00","1,00","3.000.000,00","1,00","3.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.002,00","7,00","19,00","16,00","2.990.646,92","0,00","3,00","0,00"
"8,00","12,00","12,00","12,00","12,00","12,00","12,00","12,00","12,00","2,00","2.500.000,00","4,00","3.130.000,00","0,00","0,00","0,00","3,00","1,00","1,00","706,00",,"19,00","2,00","3.130.000,00","0,00","3,00","0,00"
"4,00","10,00","10,00","0,00","9,00","10,00","10,00","10,00","4,00","2,00","2.200.000,00","1,00","2.590.000,00","0,00","0,00","0,00","2,00","1,00","1,00","606,00",,"19,00","1,00","2.590.000,00","0,00","3,00","0,00"
"5,00","7,00","7,00","0,00","0,00","7,00","7,00","7,00","7,00","2,00","2.200.000,00","1,00","2.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","606,00",,"19,00","2,00","2.500.000,00","0,00","3,00","0,00"
"7,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","0,00","2,00","1.400.000,00","4,00","1.400.000,00","0,00","0,00","0,00","2,00","1,00","1,00","407,00",,"19,00","1,00","1.400.000,00","0,00","2,00","1,00"
"9,00","8,00","8,00","0,00","8,00","8,00","8,00","0,00","24,00","6,00","2.600.000,00","4,00","2.930.000,00","0,00","0,00","0,00","3,00","1,00","1,00","306,00",,"19,00","1,00","2.930.000,00","0,00","3,00","0,00"
"5,00","8,00","8,00","0,00","12,00","8,00","8,00","8,00","0,00","2,00","2.200.000,00","3,00","2.200.000,00","0,00","0,00","0,00","2,00","1,00","1,00","1.302,00",,"19,00","8,00","2.200.000,00","0,00","3,00","0,00"
"5,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","2,00","1.471.320,00","3,00","1.898.835,00","400.000,00","0,00","0,00","3,00","1,00","1,00","903,00",,"19,00","14,00","1.916.819,23","0,00","3,00","0,00"
"7,00","9,00","9,00","0,00","0,00","9,00","9,00","9,00","10,00","2,00","3.000.000,00","4,00","3.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","903,00",,"19,00","1,00","3.028.413,58","0,00","3,00","0,00"
"5,00","9,00","9,00","0,00","9,00","9,00","9,00","9,00","5,00","2,00","2.550.000,00","1,00","2.550.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.404,00","14,00","19,00","3,00","2.574.151,54","0,00","3,00","0,00"
"2,00","4,30","4,30","0,00","0,00","4,30","4,30","4,30","7,00","2,00","1.620.000,00","1,00","1.620.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.103,00","2,00","19,00","2,00","1.635.343,33","0,00","3,00","0,00"
"7,00","10,00","10,00","0,00","0,00","10,00","10,00","10,00","16,00","2,00","3.000.000,00","4,00","3.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","3.028.413,58","0,00","3,00","0,00"
"9,00","8,00","8,00","0,00","8,00","8,00","8,00","8,00","2,00","2,00","2.000.000,00","4,00","2.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","303,00",,"19,00","6,00","2.018.942,38","0,00","3,00","0,00"
"2,00","6,00","6,00","0,00","0,00","6,00","6,00","6,00","4,00","1,00","3.500.000,00","3,00","3.830.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","1,00","19,00","2,00","3.773.936,83","0,00","3,00","0,00"
"7,00","10,00","10,00","0,00","10,00","10,00","10,00","10,00","10,00","2,00","2.400.000,00","4,00","2.400.000,00","0,00","0,00","0,00","1,00","1,00","1,00","306,00",,"19,00","2,00","2.364.869,03","0,00","3,00","0,00"
"7,00","10,00","10,00","0,00","10,00","10,00","10,00","10,00","1,00","2,00","2.200.000,00","4,00","2.200.000,00","0,00","0,00","0,00","2,00","1,00","1,00","409,00",,"19,00","2,00","2.167.796,61","0,00","3,00","0,00"
"9,00","9,00","9,00","0,00","6,00","9,00","9,00","9,00","3,00","2,00","1.600.000,00","4,00","1.600.000,00","0,00","0,00","0,00","1,00","1,00","1,00","409,00",,"19,00","15,00","1.576.579,35","0,00","3,00","0,00"
"9,00","12,00","12,00","0,00","12,00","12,00","12,00","12,00","2,00","2,00","2.400.000,00","4,00","2.400.000,00","0,00","0,00","0,00","2,00","1,00","1,00","409,00",,"19,00","15,00","2.364.869,03","0,00","3,00","0,00"
"9,00","10,30","10,30","0,00","0,00","10,30","10,30","10,30","5,00","6,00","1.200.000,00","4,00","1.700.000,00","0,00","0,00","0,00","3,00","1,00","1,00","606,00",,"19,00","1,00","1.675.115,56","0,00","2,00","1,00"
"9,00","0,00","0,00","0,00","0,00","8,00","8,00","8,00","0,00","2,00","800.000,00","4,00","800.000,00","0,00","0,00","0,00","3,00","1,00","1,00","903,00",,"19,00","1,00","788.289,68","0,00","2,00","1,00"
"4,00","8,00","8,00","8,00","8,00","8,00","0,00","8,00","0,00","2,00","2.000.000,00","3,00","2.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","903,00",,"19,00","2,00","1.970.724,19","0,00","2,00","1,00"
"1,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","1,00","3.100.000,00","1,00","3.100.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.002,00","7,00","19,00","1,00","3.054.622,50","0,00","2,00","1,00"
"4,00","8,00","8,00","6,00","8,00","0,00","8,00","6,00","5,00","2,00","2.500.000,00","1,00","3.436.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","3.385.704,16","0,00","2,00","1,00"
"5,00","8,00","8,00","0,00","6,00","8,00","8,00","8,00","25,00","2,00","2.000.000,00","4,00","2.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.403,00","14,00","19,00","14,00","1.970.724,19","0,00","3,00","0,00"
"4,00","8,00","8,00","0,00","0,00","8,00","8,00","8,00","1,00","1,00","2.340.000,00","3,00","2.340.000,00","0,00","0,00","0,00","3,00","1,00","1,00","606,00",,"19,00","2,00","2.305.747,30","0,00","2,00","1,00"
"5,00","8,00","0,00","8,00","8,00","8,00","8,00","8,00","3,00","2,00","2.680.373,00","4,00","2.680.373,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","2.684.570,92","0,00","3,00","0,00"
"4,00","8,00","0,00","8,00","8,00","8,00","8,00","8,00","12,00","2,00","2.680.373,00","3,00","2.680.373,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","2.684.570,92","0,00","3,00","0,00"
"5,00","8,00","0,00","8,00","8,00","8,00","8,00","8,00","5,00","2,00","2.600.000,00","3,00","2.600.000,00","0,00","0,00","0,00","3,00","1,00","1,00","903,00",,"19,00","2,00","2.604.072,04","0,00","3,00","0,00"
"9,00","0,00","6,00","6,00","6,00","6,00","6,00","6,00","12,00","2,00","1.500.000,00","4,00","1.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","1.502.349,26","0,00","3,00","0,00"
"5,00","0,00","6,00","6,00","6,00","6,00","6,00","6,00","8,00","2,00","700.000,00","4,00","700.000,00","0,00","0,00","0,00","3,00","1,00","1,00","902,00",,"19,00","2,00","701.096,32","0,00","3,00","0,00"
"8,00","12,00","0,00","12,00","12,00","12,00","12,00","12,00","2,00","2,00","5.000.000,00","3,00","5.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","1.003,00",,"19,00","2,00","5.007.830,85","0,00","3,00","0,00"
"5,00","9,00","0,00","9,00","9,00","9,00","9,00","9,00","3,00","2,00","2.600.000,00","3,00","2.600.000,00","0,00","0,00","0,00","3,00","1,00","1,00","903,00",,"19,00","1,00","2.604.072,04","0,00","3,00","0,00"
"5,00","9,00","0,00","9,00","9,00","9,00","9,00","9,00","2,00","2,00","2.600.000,00","3,00","2.600.000,00","2.400.000,00","0,00","0,00","3,00","1,00","1,00","903,00",,"19,00","1,00","2.604.072,04","0,00","3,00","0,00"
"9,00","6,00","0,00","6,00","6,00","6,00","6,00","6,00","2,00","1,00","2.600.000,00","3,00","2.600.000,00","0,00","0,00","0,00","2,00","1,00","1,00","606,00",,"19,00","2,00","2.604.072,04","0,00","3,00","0,00"
"9,00","9,00","0,00","0,00","9,00","9,00","10,00","9,00","0,00","2,00","2.300.000,00","3,00","3.300.000,00","0,00","0,00","0,00","2,00","1,00","1,00","1.002,00",,"19,00","2,00","3.305.168,36","0,00","3,00","0,00"
"7,00","6,00","0,00","0,00","6,00","6,00","6,00","6,00","1,00","2,00","1.500.000,00","4,00","1.500.000,00","0,00","0,00","0,00","1,00","1,00","1,00","903,00",,"19,00","1,00","1.502.349,26","0,00","3,00","0,00"
"5,00","8,00","12,00","12,00","0,00","6,00","0,00","0,00","0,00","6,00","1.200.000,00","4,00","1.800.000,00","0,00","0,00","0,00","1,00","1,00","1,00","305,00",,"19,00","14,00","1.802.819,11","0,00","2,00","1,00"
"2,00","8,00","8,00","0,00","0,00","8,00","8,00","8,00","21,00","1,00","2.500.000,00","1,00","2.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.103,00","3,00","19,00","2,00","2.501.956,18","0,00","3,00","0,00"
"9,00","10,00","10,00","10,00","10,00","10,00","10,00","10,00","0,00","2,00","1.000.000,00","4,00","1.750.000,00","0,00","0,00","0,00","2,00","1,00","1,00","606,00",,"19,00","2,00","1.751.369,33","0,00","2,00","1,00"
"4,00","6,00","6,00","0,00","0,00","6,00","6,00","6,00","24,00","1,00","2.200.000,00","1,00","2.200.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.406,00","14,00","19,00","1,00","2.201.721,44","0,00","3,00","0,00"
"4,00","9,00","0,00","9,00","9,00","9,00","9,00","9,00","1,00","2,00","2.320.000,00","1,00","2.320.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.402,00","14,00","19,00","1,00","2.321.815,34","0,00","3,00","0,00"
"2,00","6,00","6,00","0,00","0,00","6,00","6,00","6,00","10,00","1,00","2.320.000,00","1,00","2.320.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","1,00","19,00","2,00","2.321.815,34","0,00","3,00","0,00"
"2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,00","2,00","1.800.000,00","4,00","1.800.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.405,00","14,00","19,00","1,00","1.808.483,90","0,00","3,00","0,00"
"1,00","8,00","8,00","0,00","4,00","8,00","8,00","8,00","2,00","2,00","4.000.000,00","2,00","4.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.405,00","14,00","19,00","2,00","4.018.853,10","0,00","3,00","0,00"
"9,00","10,00","10,00","0,00","0,00","10,00","10,00","10,00","3,00","2,00","2.550.000,00","3,00","2.550.000,00","0,00","0,00","0,00","3,00","1,00","1,00","903,00",,"19,00","2,00","2.562.018,85","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","8,00","8,00","8,00","0,00","10,00","2,00","2.500.000,00","1,00","2.950.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","1,00","19,00","14,00","2.906.818,18","0,00","3,00","0,00"
"9,00","0,00","0,00","0,00","0,00","10,00","0,00","0,00","2,00","2,00","1.280.000,00","4,00","1.280.000,00","9.500.000,00","0,00","0,00","2,00","1,00","1,00","306,00",,"19,00","1,00","1.261.263,48","0,00","3,00","0,00"
"3,00","0,00","8,00","8,00","8,00","8,00","8,00","8,00","3,00","2,00","2.600.000,00","4,00","2.600.000,00","0,00","0,00","0,00","3,00","1,00","1,00","606,00",,"19,00","1,00","2.561.941,45","0,00","3,00","0,00"
"9,00","0,00","0,00","6,00","6,00","6,00","6,00","6,00","3,00","2,00","1.500.000,00","4,00","1.500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","1.603,00",,"19,00","1,00","1.478.043,14","0,00","3,00","0,00"
"9,00","0,00","5,00","0,00","5,00","5,00","5,00","8,00","2,00","2,00","2.500.000,00","2,00","2.716.000,00","0,00","0,00","0,00","3,00","1,00","1,00","606,00",,"19,00","14,00","2.676.243,45","0,00","3,00","0,00"
"3,00","0,00","0,00","8,00","8,00","8,00","8,00","8,00","5,00","2,00","4.800.000,00","1,00","4.800.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.404,00","1,00","19,00","5,00","4.729.738,06","0,00","3,00","0,00"
"2,00","0,00","0,00","0,00","5,00","8,00","8,00","8,00","2,00","2,00","5.000.000,00","1,00","8.416.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.406,00","1,00","19,00","2,00","8.292.807,40","0,00","3,00","0,00"
"9,00","6,00","6,00","6,00","6,00","6,00","6,00","6,00","24,00","1,00","4.000.000,00","1,00","6.000.000,00","1.000.000,00","900.000,00","0,00","3,00","1,00","1,00","606,00",,"19,00","2,00","5.912.172,57","0,00","3,00","0,00"
"8,00","0,00","0,00","8,00","8,00","8,00","8,00","8,00","7,00","2,00","2.400.000,00","1,00","2.700.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.402,00","14,00","19,00","14,00","2.660.477,66","0,00","3,00","0,00"
"4,00","6,00","6,00","0,00","0,00","6,00","6,00","6,00","5,00","1,00","2.900.000,00","1,00","2.900.000,00","800.000,00","0,00","0,00","3,00","1,00","1,00","2.402,00","14,00","19,00","1,00","2.866.383,31","0,00","3,00","0,00"
"4,00","8,00","8,00","0,00","0,00","8,00","8,00","8,00","1,00","2,00","2.680.000,00","3,00","2.680.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.403,00","14,00","19,00","14,00","2.648.933,54","0,00","3,00","0,00"
"9,00","0,00","7,00","0,00","0,00","0,00","0,00","0,00","29,00","6,00","1.200.000,00","4,00","1.200.000,00","0,00","0,00","0,00","2,00","1,00","1,00","503,00",,"19,00","2,00","1.186.089,65","0,00","2,00","1,00"
"9,00","8,00","8,00","0,00","0,00","8,00","8,00","8,00","9,00","6,00","1.500.000,00","4,00","2.300.000,00","0,00","0,00","0,00","3,00","1,00","1,00","901,00",,"19,00","15,00","2.273.338,49","0,00","3,00","0,00"
"1,00","9,00","9,00","0,00","0,00","9,00","9,00","9,00","0,00","2,00","7.000.000,00","1,00","7.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.404,00","1,00","19,00","2,00","6.918.856,26","0,00","3,00","0,00"
"7,00","8,00","8,00","0,00","0,00","8,00","8,00","8,00","5,00","2,00","2.500.000,00","4,00","2.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","606,00",,"19,00","1,00","2.471.020,09","0,00","3,00","0,00"
"1,00","6,00","0,00","0,00","6,00","6,00","6,00","6,00","10,00","1,00","3.500.000,00","1,00","3.500.000,00","2.000.000,00","0,00","0,00","2,00","1,00","1,00","606,00",,"19,00","3,00","3.516.496,47","0,00","3,00","0,00"
"1,00","8,00","0,00","0,00","8,00","8,00","8,00","8,00","12,00","1,00","5.000.000,00","1,00","5.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","1,00","19,00","3,00","5.023.566,38","0,00","3,00","0,00"
"3,00","6,00","0,00","0,00","6,00","6,00","6,00","6,00","6,00","1,00","3.500.000,00","1,00","3.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","3.516.496,47","0,00","3,00","0,00"
"5,00","8,00","0,00","8,00","8,00","8,00","8,00","8,00","5,00","2,00","3.000.000,00","1,00","4.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.405,00","1,00","19,00","3,00","4.521.209,74","0,00","3,00","0,00"
"9,00","6,00","0,00","0,00","6,00","0,00","6,00","0,00","6,00","6,00","1.200.000,00","4,00","1.200.000,00","0,00","0,00","0,00","2,00","1,00","1,00","409,00",,"19,00","15,00","1.205.655,93","0,00","3,00","0,00"
"4,00","9,00","0,00","9,00","9,00","9,00","9,00","9,00","0,00","2,00","2.500.000,00","3,00","3.140.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.402,00","14,00","19,00","14,00","3.154.799,69","0,00","3,00","0,00"
"1,00","8,00","0,00","0,00","8,00","8,00","8,00","8,00","5,00","2,00","2.500.000,00","1,00","2.680.000,00","0,00","0,00","0,00","2,00","1,00","1,00","606,00",,"19,00","3,00","2.692.631,58","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","8,00","8,00","8,00","8,00","5,00","2,00","2.200.000,00","1,00","2.200.000,00","0,00","0,00","0,00","2,00","1,00","1,00","606,00",,"19,00","3,00","2.210.369,21","0,00","3,00","0,00"
"3,00","6,00","6,00","0,00","6,00","6,00","0,00","0,00","22,00","1,00","4.500.000,00","1,00","4.500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.404,00","1,00","19,00","2,00","4.521.209,74","0,00","3,00","0,00"
"9,00","10,00","0,00","0,00","10,00","10,00","10,00","10,00","10,00","2,00","2.300.000,00","1,00","2.300.000,00","0,00","0,00","0,00","2,00","1,00","1,00","606,00",,"19,00","2,00","2.310.840,53","0,00","3,00","0,00"
"5,00","10,00","0,00","10,00","10,00","10,00","10,00","10,00","6,00","2,00","2.300.000,00","1,00","2.300.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","2.310.840,53","0,00","3,00","0,00"
"4,00","12,00","12,00","12,00","12,00","0,00","12,00","12,00","2,00","2,00","2.300.000,00","1,00","2.300.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","2.310.840,53","0,00","3,00","0,00"
"5,00","8,00","0,00","5,00","8,00","8,00","8,00","8,00","4,00","2,00","2.500.000,00","3,00","2.500.000,00","0,00","0,00","0,00","3,00","1,00","1,00","606,00",,"19,00","1,00","2.511.783,19","0,00","3,00","0,00"
"3,00","0,00","6,00","6,00","6,00","6,00","6,00","0,00","10,00","1,00","3.500.000,00","1,00","3.500.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.404,00","14,00","19,00","3,00","3.448.767,33","0,00","3,00","0,00"
"5,00","8,00","8,00","8,00","8,00","8,00","8,00","0,00","3,00","6,00","1.000.000,00","4,00","1.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","3,00","985.362,10","0,00","3,00","0,00"
"2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","18,00","2,00","5.000.000,00","1,00","5.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","2.405,00","1,00","19,00","5,00","4.926.810,48","0,00","3,00","0,00"
"3,00","8,00","0,00","0,00","9,00","8,00","8,00","8,00","0,00","1,00","4.800.000,00","1,00","4.800.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.405,00","14,00","19,00","18,00","4.807.517,62","0,00","3,00","0,00"
"3,00","6,00","0,00","0,00","6,00","6,00","6,00","6,00","3,00","1,00","3.800.000,00","1,00","3.800.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.404,00","14,00","19,00","18,00","3.805.951,45","0,00","3,00","0,00"
"5,00","10,00","0,00","10,00","10,00","10,00","10,00","0,00","5,00","2,00","5.000.000,00","1,00","5.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.405,00","1,00","19,00","14,00","5.007.830,85","0,00","3,00","0,00"
"2,00","8,00","0,00","0,00","8,00","8,00","8,00","8,00","12,00","1,00","10.000.000,00","1,00","10.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.405,00","10,00","19,00","5,00","10.015.661,71","0,00","3,00","0,00"
"2,00","8,00","0,00","0,00","8,00","8,00","8,00","8,00","27,00","1,00","6.000.000,00","1,00","6.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.405,00","10,00","19,00","5,00","6.009.397,02","0,00","3,00","0,00"
"4,00","9,00","0,00","0,00","9,00","9,00","9,00","9,00","5,00","2,00","1.600.000,00","4,00","1.600.000,00","0,00","0,00","0,00","2,00","1,00","1,00","901,00",,"19,00","15,00","1.602.505,87","0,00","3,00","0,00"
"9,00","6,00","0,00","0,00","6,00","6,00","6,00","0,00","2,00","2,00","1.300.000,00","3,00","1.600.000,00","1.400.000,00","0,00","0,00","3,00","1,00","1,00","2.404,00","1,00","19,00","2,00","1.602.505,87","0,00","3,00","0,00"
"3,00","8,00","8,00","8,00","0,00","0,00","8,00","8,00","10,00","2,00","2.400.000,00","1,00","2.800.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.404,00","1,00","19,00","2,00","2.778.277,74","0,00","3,00","0,00"
"5,00","0,00","15,00","15,00","15,00","15,00","15,00","15,00","14,00","2,00","2.800.000,00","3,00","3.320.000,00","0,00","0,00","0,00","3,00","1,00","1,00","903,00",,"19,00","2,00","3.294.243,60","0,00","3,00","0,00"
"2,00","8,00","0,00","0,00","8,00","8,00","8,00","8,00","2,00","2,00","2.600.000,00","1,00","2.600.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.405,00","1,00","19,00","2,00","2.600.000,00","0,00","3,00","0,00"
"1,00","8,00","0,00","0,00","8,00","8,00","8,00","8,00","20,00","2,00","4.000.000,00","1,00","4.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.404,00","1,00","19,00","2,00","4.000.000,00","0,00","3,00","0,00"
"3,00","8,00","0,00","0,00","8,00","8,00","8,00","8,00","10,00","1,00","5.000.000,00","1,00","5.000.000,00","0,00","0,00","0,00","3,00","1,00","1,00","2.404,00","1,00","19,00","2,00","5.000.000,00","0,00","3,00","0,00"
"5,00","10,00","10,00","10,00","10,00","10,00","0,00","10,00","2,00","2,00","2.300.000,00","1,00","2.300.000,00","0,00","0,00","0,00","2,00","1,00","1,00","306,00",,"19,00","1,00","2.300.000,00","0,00","3,00","0,00"
"5,00","9,00","0,00","5,00","9,00","9,00","9,00","9,00","0,00","2,00","2.300.000,00","1,00","2.300.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","2.300.000,00","0,00","3,00","0,00"
"4,00","9,00","0,00","0,00","9,00","9,00","9,00","9,00","8,00","2,00","3.000.000,00","1,00","3.000.000,00","0,00","0,00","0,00","2,00","1,00","1,00","903,00",,"19,00","2,00","3.000.000,00","0,00","3,00","0,00"
"3,00","9,00","0,00","0,00","9,00","9,00","9,00","9,00","1,00","2,00","3.100.000,00","1,00","3.100.000,00","600.000,00","0,00","0,00","2,00","1,00","1,00","2.003,00","7,00","19,00","2,00","3.100.000,00","0,00","3,00","0,00"
